fecha_operacion,operacion,importe,operacion_limpia,tipo,año_mes,categoria,origen
2023-08-22,bizum de debora vega ravelo concepto .,50.0,bizum de debora vega ravelo concepto,ingreso,2023-08,Ingreso,manual
2023-08-22,ingreso contra cuenta en atm 004905200000 el 21/08/2023 a las 21:24. concepto .,50.0,ingreso contra cuenta en atm el a las concepto,ingreso,2023-08,Ingreso,modelo
2023-08-22,"transferencia de gomez bastidas oscar alejandro, .",5.72,transferencia de gomez bastidas oscar alejandro,ingreso,2023-08,Ingreso,manual
2023-08-21,"recibo vodafone factura: yj23-001305742/ nº recibo 0049 6140 755 bbflhsy ref. mandato 0111207734, de",33.43,recibo vodafone factura yj nº recibo bbflhsy ref mandato de,gasto,2023-08,Facturas,manual
2023-08-21,"en zara españa s.a, palmas de gra, . :*585729",5.99,en zara españa s a palmas de gra,gasto,2023-08,Compras no esenciales,manual
2023-08-21,"en dulces de tejed, tejeda, . :*585729",1.8,en dulces de tejed tejeda,gasto,2023-08,Restauración,modelo
2023-08-21,"en dulces de tejed, tejeda, . :*585729",6.3,en dulces de tejed tejeda,gasto,2023-08,Restauración,modelo
2023-08-21,"en hamburgueseria, vega de san m, . :*585729",11.1,en hamburgueseria vega de san m,gasto,2023-08,Restauración,modelo
2023-08-21,"en sd san mateo, san mateo, . :*585729",5.97,en sd san mateo san mateo,gasto,2023-08,Restauración,modelo
2023-08-16,"compra internet en repsol waylet, madrid, . :*585729",28.52,compra internet en repsol waylet madrid,gasto,2023-08,Transporte,manual
2023-08-16,"en ca santana, ojos de garza, . :*585729",1.8,en ca santana ojos de garza,gasto,2023-08,Restauración,modelo
2023-08-16,traspaso: ahorro hucha objetivo: regalo,0.7,traspaso ahorro hucha objetivo regalo,gasto,2023-08,Transferencia personal,manual
2023-08-14,"en spar bahia feli, juan grande, . :*585729",14.9,en spar bahia feli juan grande,gasto,2023-08,Restauración,modelo
2023-08-14,"transferencia de gomez bastidas oscar alejandro, concepto gastos tenerife ufff.",70.0,transferencia de gomez bastidas oscar alejandro concepto gastos tenerife ufff,ingreso,2023-08,Ingreso,manual
2023-08-14,"compra internet en repsol waylet, madrid, . :*585729",9.5,compra internet en repsol waylet madrid,gasto,2023-08,Transporte,manual
2023-08-11,"en quinta cumbre l, las palmas de, . :*585729",3.5,en quinta cumbre l las palmas de,gasto,2023-08,Restauración,manual
2023-08-10,traspaso: ahorro hucha objetivo: regalo,0.48,traspaso ahorro hucha objetivo regalo,gasto,2023-08,Transferencia personal,manual
2023-08-09,bizum de debora vega ravelo concepto .,48.0,bizum de debora vega ravelo concepto,ingreso,2023-08,Ingreso,manual
2023-08-08,"en lidl can-gc-tel, llanos de la, . :*585729",33.29,en lidl can gc tel llanos de la,gasto,2023-08,Supermercado,manual
2023-08-08,"en centro hogar, telde, . :*585729",4.45,en centro hogar telde,gasto,2023-08,Supermercado,modelo
2023-08-08,"en hd melenara, telde, . :*585729",64.27,en hd melenara telde,gasto,2023-08,Supermercado,modelo
2023-08-08,traspaso: ahorro hucha objetivo: regalo,0.72,traspaso ahorro hucha objetivo regalo,gasto,2023-08,Transferencia personal,manual
2023-08-07,"compra restaurante agustin y, icod de los v, eta 5163830309585729 , comision 0,00",26.1,compra restaurante agustin y icod de los v eta comision,gasto,2023-08,Restauración,manual
2023-08-07,"compra internet en repsol waylet, madrid, . :*585729",28.49,compra internet en repsol waylet madrid,gasto,2023-08,Transporte,manual
2023-08-07,"en volcan de taidi, las palmas de, . :*585729",4.18,en volcan de taidi las palmas de,gasto,2023-08,Restauración,modelo
2023-08-07,"en brisas del mar, santa cruz de, . :*585729",3.0,en brisas del mar santa cruz de,gasto,2023-08,Restauración,modelo
2023-08-07,"transferencia de gomez bastidas oscar alejandro, concepto tenerife ya se supo.",72.0,transferencia de gomez bastidas oscar alejandro concepto tenerife ya se supo,ingreso,2023-08,Ingreso,manual
2023-08-07,"en arepas asadas n, san cristobal, . :*585729",24.9,en arepas asadas n san cristobal,gasto,2023-08,Restauración,modelo
2023-08-07,"en cafeteria moneh, santa cruz de, . :*585729",2.8,en cafeteria moneh santa cruz de,gasto,2023-08,Restauración,manual
2023-08-07,"en madre mia rolls, santa cruz de, . :*585729",9.85,en madre mia rolls santa cruz de,gasto,2023-08,Restauración,modelo
2023-08-07,"en pktomeca, santa cruz de, . :*585729",1.3,en pktomeca santa cruz de,gasto,2023-08,Restauración,modelo
2023-08-07,"en zicatela, puerto de la, . :*585729",42.75,en zicatela puerto de la,gasto,2023-08,Gastos extraordinarios,modelo
2023-08-07,"en minimarket yong, la orotava, . :*585729",1.0,en minimarket yong la orotava,gasto,2023-08,Restauración,modelo
2023-08-07,"en mercadona la or, la orotava, . :*585729",0.75,en mercadona la or la orotava,gasto,2023-08,Supermercado,manual
2023-08-07,"en dulce orotava, la orotava, . :*585729",7.0,en dulce orotava la orotava,gasto,2023-08,Restauración,modelo
2023-08-07,"en aparcamientos e, playa de san, . :*585729",3.1,en aparcamientos e playa de san,gasto,2023-08,Restauración,modelo
2023-08-07,"en beers santa cru, santa cruz de, . :*585729",27.0,en beers santa cru santa cruz de,gasto,2023-08,Restauración,modelo
2023-08-07,"en estacionamiento, tenerife, . :*585729",2.15,en estacionamiento tenerife,gasto,2023-08,Restauración,modelo
2023-08-04,"compra spotifyes p24bcc0365, stockholm, eta 5163830309585729 , comision 0,00",9.99,compra spotifyes pbcc stockholm eta comision,gasto,2023-08,Ocio / Suscripciones,manual
2023-08-04,traspaso: ahorro hucha objetivo: regalo,0.6,traspaso ahorro hucha objetivo regalo,gasto,2023-08,Transferencia personal,manual
2023-08-04,"compra internet en repsol waylet, madrid, . :*585729",28.49,compra internet en repsol waylet madrid,gasto,2023-08,Transporte,manual
2023-08-04,traspaso: comidas tenerife,70.0,traspaso comidas tenerife,gasto,2023-08,Transferencia personal,manual
2023-08-04,"en supermercdo lop, valsequillo (, . :*585729",14.01,en supermercdo lop valsequillo,gasto,2023-08,Restauración,modelo
2023-08-03,"ingreso contra cuenta, atm suc.0153 el 03/08/2023 a las 11:47",60.0,ingreso contra cuenta atm suc el a las,ingreso,2023-08,Ingreso,modelo
2023-08-02,traspaso: ahorro hucha objetivo: regalo,1.13,traspaso ahorro hucha objetivo regalo,gasto,2023-08,Transferencia personal,manual
2023-08-01,"transferencia de evelymar bastidas rosario, concepto reparacion coche",90.0,transferencia de evelymar bastidas rosario concepto reparacion coche,ingreso,2023-08,Ingreso,manual
2023-08-01,bizum a favor de gonzalo carreo ascanio concepto: arreglo cristal,100.0,bizum a favor de gonzalo carreo ascanio concepto arreglo cristal,gasto,2023-08,Transferencia personal,manual
2023-08-01,traspaso: ahorro hucha objetivo: regalo,0.07,traspaso ahorro hucha objetivo regalo,gasto,2023-08,Transferencia personal,manual
2023-08-01,bizum de debora vega ravelo concepto .,23.0,bizum de debora vega ravelo concepto,ingreso,2023-08,Ingreso,manual
2023-07-31,"compra sq *everywhere meal&sw, aguimes, eta 5163830309585729 , comision 0,00",6.5,compra sq everywhere meal&sw aguimes eta comision,gasto,2023-07,Ocio / Suscripciones,modelo
2023-07-31,"en llao llao, palmas de gra, . :*585729",4.85,en llao llao palmas de gra,gasto,2023-07,Restauración,modelo
2023-07-31,"compra internet en las arenas web, las palmas de, . :*585729",23.6,compra internet en las arenas web las palmas de,gasto,2023-07,Transporte,modelo
2023-07-31,bizum de juan miguel viera rodriguez concepto comida,7.85,bizum de juan miguel viera rodriguez concepto comida,ingreso,2023-07,Ingreso,manual
2023-07-31,"en bar cafeteria t, valsequillo (, . :*585729",2.8,en bar cafeteria t valsequillo,gasto,2023-07,Restauración,manual
2023-07-31,"en bar cafeteria t, valsequillo (, . :*585729",14.3,en bar cafeteria t valsequillo,gasto,2023-07,Restauración,manual
2023-07-31,"en mercadona las t, telde, . :*585729",4.85,en mercadona las t telde,gasto,2023-07,Supermercado,manual
2023-07-31,traspaso: ahorro hucha objetivo: regalo,4.02,traspaso ahorro hucha objetivo regalo,gasto,2023-07,Transferencia personal,manual
2023-07-28,"compra internet en naviera armas s, arrecife, . :*585729",59.2,compra internet en naviera armas s arrecife,gasto,2023-07,Transporte,modelo
2023-07-28,bizum de debora vega ravelo concepto cine,4.9,bizum de debora vega ravelo concepto cine,ingreso,2023-07,Ingreso,manual
2023-07-28,bizum de debora vega ravelo concepto .,40.0,bizum de debora vega ravelo concepto,ingreso,2023-07,Ingreso,manual
2023-07-28,"en lidl can-gc-tel, llanos de la, . :*585729",33.84,en lidl can gc tel llanos de la,gasto,2023-07,Supermercado,manual
2023-07-28,"en hd melenara, telde, . :*585729",46.06,en hd melenara telde,gasto,2023-07,Supermercado,modelo
2023-07-28,"transferencia de fundacion canaria universidad de las palmas, concepto julio oscar gomez bastidas os",358.65,transferencia de fundacion canaria universidad de las palmas concepto julio oscar gomez bastidas os,ingreso,2023-07,Ingreso,manual
2023-07-27,"en momenti cc las, telde, . :*585729",3.5,en momenti cc las telde,gasto,2023-07,Restauración,modelo
2023-07-27,"en las terrazas tp, telde, . :*585729",0.9,en las terrazas tp telde,gasto,2023-07,Supermercado,modelo
2023-07-26,"en plisplas burger, telde, . :*585729",19.8,en plisplas burger telde,gasto,2023-07,Compras no esenciales,modelo
2023-07-26,"compra internet en repsol waylet, madrid, . :*585729",31.31,compra internet en repsol waylet madrid,gasto,2023-07,Transporte,manual
2023-07-26,recibo gym canarias sl - fp telde - las terraza nº recibo 0049 6140 755 bbfkqgp ref. mandato rumfic4,25.0,recibo gym canarias sl fp telde las terraza nº recibo bbfkqgp ref mandato rumfic,gasto,2023-07,Facturas,manual
2023-07-26,"compra internet en artesiete las t, hornos del re, . :*585729",9.8,compra internet en artesiete las t hornos del re,gasto,2023-07,Ocio / Suscripciones,manual
2023-07-26,traspaso: gym,25.0,traspaso gym,gasto,2023-07,Transferencia personal,manual
2023-07-26,bizum a favor de debora vega ravelo concepto: chuspis,46.2,bizum a favor de debora vega ravelo concepto chuspis,gasto,2023-07,Transferencia personal,manual
2023-07-25,bizum de debora vega ravelo concepto .,11.2,bizum de debora vega ravelo concepto,ingreso,2023-07,Ingreso,manual
2023-07-25,"en hotel escuela s, las palmas de, . :*585729",3.14,en hotel escuela s las palmas de,gasto,2023-07,Restauración,modelo
2023-07-24,"transferencia de evelymar bastidas rosario, concepto peluqueria",20.0,transferencia de evelymar bastidas rosario concepto peluqueria,ingreso,2023-07,Ingreso,manual
2023-07-24,"en mendoza peluque, las palmas, . :*585729",20.0,en mendoza peluque las palmas,gasto,2023-07,Transporte,modelo
2023-07-24,traspaso: teléfono agosto,35.0,traspaso teléfono agosto,gasto,2023-07,Transferencia personal,manual
2023-07-24,traspaso: julio,10.0,traspaso julio,gasto,2023-07,Transferencia personal,manual
2023-07-21,"transferencia de evelymar bastidas rosario, concepto movil julio",35.0,transferencia de evelymar bastidas rosario concepto movil julio,ingreso,2023-07,Ingreso,manual
2023-07-21,"transferencia de evelymar bastidas rosario, concepto gastos agosto mas adicional",230.0,transferencia de evelymar bastidas rosario concepto gastos agosto mas adicional,ingreso,2023-07,Ingreso,manual
2023-07-21,"transferencia de evelymar bastidas rosario, concepto cena jueves",20.0,transferencia de evelymar bastidas rosario concepto cena jueves,ingreso,2023-07,Ingreso,manual
2023-07-21,bizum a favor de debora vega ravelo concepto: sin concepto,40.0,bizum a favor de debora vega ravelo concepto sin concepto,gasto,2023-07,Transferencia personal,manual
2023-07-20,"en õnce, las palmas, . :*585729",6.0,en õnce las palmas,gasto,2023-07,Transporte,modelo
2023-07-19,bizum de debora vega ravelo concepto colchón,17.5,bizum de debora vega ravelo concepto colchón,ingreso,2023-07,Ingreso,manual
2023-07-19,bizum de debora vega ravelo concepto te amo,30.0,bizum de debora vega ravelo concepto te amo,ingreso,2023-07,Ingreso,manual
2023-07-19,"compra internet en repsol waylet, madrid, . :*585729",16.21,compra internet en repsol waylet madrid,gasto,2023-07,Transporte,manual
2023-07-19,"recibo vodafone factura: yj23-001135776/ nº recibo 0049 6140 755 bbfknbx ref. mandato 0111207734, de",33.43,recibo vodafone factura yj nº recibo bbfknbx ref mandato de,gasto,2023-07,Facturas,manual
2023-07-19,"compra internet en red itevelesa c, santa cruz de, . :*585729",36.69,compra internet en red itevelesa c santa cruz de,gasto,2023-07,Transporte,modelo
2023-07-19,"en hd arnao, telde, . :*585729",2.13,en hd arnao telde,gasto,2023-07,Supermercado,modelo
2023-07-17,"en decathlon telde, telde, . :*585729",34.98,en decathlon telde telde,gasto,2023-07,Compras no esenciales,manual
2023-07-17,"en churreria v. fi, firgas, . :*585729",3.0,en churreria v fi firgas,gasto,2023-07,Restauración,modelo
2023-07-17,bizum de debora vega ravelo concepto .,40.0,bizum de debora vega ravelo concepto,ingreso,2023-07,Ingreso,manual
2023-07-17,"en lidl can-gc-tel, llanos de la, . :*585729",27.01,en lidl can gc tel llanos de la,gasto,2023-07,Supermercado,manual
2023-07-17,"transaccion contactless en hd melenara, telde, . :*585729",51.98,transaccion contactless en hd melenara telde,gasto,2023-07,Supermercado,modelo
2023-07-14,"compra la pizzeria arinaga, arinaga, eta 5163830309585729 , comision 0,00",23.0,compra la pizzeria arinaga arinaga eta comision,gasto,2023-07,Restauración,modelo
2023-07-13,"en cafeteria paris, telde, . :*585729",14.4,en cafeteria paris telde,gasto,2023-07,Restauración,manual
2023-07-13,"en dni/pasaporte t, telde, . :*585729",12.0,en dni pasaporte t telde,gasto,2023-07,Supermercado,modelo
2023-07-12,"en petroprix ag im, aguimes (capi, . :*585729",30.0,en petroprix ag im aguimes capi,gasto,2023-07,Transporte,manual
2023-07-11,"compra internet en repsol waylet, madrid, . :*585729",28.45,compra internet en repsol waylet madrid,gasto,2023-07,Transporte,manual
2023-07-10,"en busca y gusta, las palmas, . :*585729",7.8,en busca y gusta las palmas,gasto,2023-07,Transporte,modelo
2023-07-10,"en foto color rima, las palmas, . :*585729",5.5,en foto color rima las palmas,gasto,2023-07,Transporte,modelo
2023-07-10,"en sagulpa parquim, palmas de gra, . :*585729",1.65,en sagulpa parquim palmas de gra,gasto,2023-07,Restauración,modelo
2023-07-10,bizum a favor de samuel trujillo santana concepto: jambuguesa,11.4,bizum a favor de samuel trujillo santana concepto jambuguesa,gasto,2023-07,Transferencia personal,manual
2023-07-10,"en transportes y s, galdar, . :*585729",10.0,en transportes y s galdar,gasto,2023-07,Restauración,modelo
2023-07-10,"en agroquimica jua, telde, . :*585729",10.45,en agroquimica jua telde,gasto,2023-07,Compras no esenciales,manual
2023-07-10,bizum de debora vega ravelo concepto .,51.62,bizum de debora vega ravelo concepto,ingreso,2023-07,Ingreso,manual
2023-07-07,"en hd melenara, telde, . :*585729",34.15,en hd melenara telde,gasto,2023-07,Supermercado,modelo
2023-07-07,"en lidl can-gc-tel, llanos de la, . :*585729",46.26,en lidl can gc tel llanos de la,gasto,2023-07,Supermercado,manual
2023-07-07,"en cafe manhattan, telde, . :*585729",6.4,en cafe manhattan telde,gasto,2023-07,Supermercado,modelo
2023-07-07,"en tiger los alisi, palmas (las), . :*585729",16.0,en tiger los alisi palmas las,gasto,2023-07,Restauración,modelo
2023-07-07,"en bershka, tamaraceite, . :*585729",3.99,en bershka tamaraceite,gasto,2023-07,Compras no esenciales,modelo
2023-07-06,"compra internet en repsol waylet, madrid, . :*585729",10.55,compra internet en repsol waylet madrid,gasto,2023-07,Transporte,manual
2023-07-05,"en las terrazas tp, telde, . :*585729",5.49,en las terrazas tp telde,gasto,2023-07,Supermercado,modelo
2023-07-05,"en quinta cumbre l, las palmas de, . :*585729",3.0,en quinta cumbre l las palmas de,gasto,2023-07,Restauración,manual
2023-07-05,"en domyhome, telde, . :*585729",2.95,en domyhome telde,gasto,2023-07,Supermercado,modelo
2023-07-05,"compra internet en chiwawa, las palmas, . :*585729",5.0,compra internet en chiwawa las palmas,gasto,2023-07,Restauración,modelo
2023-07-04,"compra spotifyes p24137cfdd, stockholm, eta 5163830309585729 , comision 0,00",9.99,compra spotifyes pcfdd stockholm eta comision,gasto,2023-07,Ocio / Suscripciones,manual
2023-07-03,"en alcampo telde, telde, . :*585729",26.41,en alcampo telde telde,gasto,2023-07,Supermercado,manual
2023-07-03,"compra internet en repsol waylet, madrid, . :*585729",28.47,compra internet en repsol waylet madrid,gasto,2023-07,Transporte,manual
2023-07-03,"en muelle deportiv, palmas de gra, . :*585729",2.4,en muelle deportiv palmas de gra,gasto,2023-07,Restauración,modelo
2023-07-03,"en minimercado los, telde, . :*585729",8.65,en minimercado los telde,gasto,2023-07,Compras no esenciales,modelo
2023-07-03,"en all or nothing, las palmas g., . :*585729",40.2,en all or nothing las palmas g,gasto,2023-07,Restauración,manual
2023-07-03,"en agroquimica jua, telde, . :*585729",21.95,en agroquimica jua telde,gasto,2023-07,Compras no esenciales,manual
2023-06-30,"en spar salinetas, telde, . :*585729",2.58,en spar salinetas telde,gasto,2023-06,Compras no esenciales,modelo
2023-06-30,"en restaurante el, las palmas, . :*585729",6.45,en restaurante el las palmas,gasto,2023-06,Restauración,manual
2023-06-30,"en starbucks las c, las palmas, . :*585729",14.4,en starbucks las c las palmas,gasto,2023-06,Restauración,modelo
2023-06-30,"en kiwoko telde la, cruz de la ga, . :*585729",8.5,en kiwoko telde la cruz de la ga,gasto,2023-06,Compras no esenciales,manual
2023-06-30,"transferencia de fundacion canaria universidad de las palmas, concepto junio oscar gomez bastidas os",358.65,transferencia de fundacion canaria universidad de las palmas concepto junio oscar gomez bastidas os,ingreso,2023-06,Ingreso,manual
2023-06-30,"compra internet en repsol waylet, madrid, . :*585729",28.47,compra internet en repsol waylet madrid,gasto,2023-06,Transporte,manual
2023-06-29,bizum a favor de juan ayoze gonzalez perez concepto: arreglo y pieza renault scenic,446.08,bizum a favor de juan ayoze gonzalez perez concepto arreglo y pieza renault scenic,gasto,2023-06,Gastos extraordinarios,manual
2023-06-29,"transferencia de evelymar bastidas rosario, concepto reparacion de coche",318.0,transferencia de evelymar bastidas rosario concepto reparacion de coche,ingreso,2023-06,Ingreso,manual
2023-06-28,recibo gym canarias sl - fp telde - las terraza nº recibo 0049 6140 755 bbfjwlz ref. mandato rumfic4,25.0,recibo gym canarias sl fp telde las terraza nº recibo bbfjwlz ref mandato rumfic,gasto,2023-06,Facturas,manual
2023-06-27,"transferencia de evelymar bastidas rosario, concepto reparacion coche",128.0,transferencia de evelymar bastidas rosario concepto reparacion coche,ingreso,2023-06,Ingreso,manual
2023-06-27,"transferencia de evelymar bastidas rosario, concepto movil junio",35.0,transferencia de evelymar bastidas rosario concepto movil junio,ingreso,2023-06,Ingreso,manual
2023-06-27,"transferencia de evelymar bastidas rosario, concepto gastos julio mas adicional",230.0,transferencia de evelymar bastidas rosario concepto gastos julio mas adicional,ingreso,2023-06,Ingreso,manual
2023-06-26,"en laiba doner keb, telde, . :*585729",8.6,en laiba doner keb telde,gasto,2023-06,Supermercado,modelo
2023-06-23,"compra internet en repsol waylet, madrid, . :*585729",36.07,compra internet en repsol waylet madrid,gasto,2023-06,Transporte,manual
2023-06-22,bizum de debora vega ravelo concepto .,31.0,bizum de debora vega ravelo concepto,ingreso,2023-06,Ingreso,manual
2023-06-21,"en heladeria quint, jinamar, . :*585729",9.8,en heladeria quint jinamar,gasto,2023-06,Restauración,manual
2023-06-21,"en ella'shoes, las palmas de, . :*585729",30.53,en ella shoes las palmas de,gasto,2023-06,Restauración,modelo
2023-06-21,"en alcampo telde, telde, . :*585729",0.78,en alcampo telde telde,gasto,2023-06,Supermercado,manual
2023-06-19,"compra internet en repsol waylet, madrid, . :*585729",28.49,compra internet en repsol waylet madrid,gasto,2023-06,Transporte,manual
2023-06-19,"recibo vodafone factura: yj23-000964978/ nº recibo 0049 6140 755 bbfjsjd ref. mandato 0111207734, de",33.43,recibo vodafone factura yj nº recibo bbfjsjd ref mandato de,gasto,2023-06,Facturas,manual
2023-06-19,"en lidl can-gc-tel, telde, . :*585729",33.66,en lidl can gc tel telde,gasto,2023-06,Supermercado,manual
2023-06-19,"en hd melenara, telde, . :*585729",66.4,en hd melenara telde,gasto,2023-06,Supermercado,modelo
2023-06-19,transferencia a favor de javier concepto: orla,20.0,transferencia a favor de javier concepto orla,gasto,2023-06,Transferencia personal,manual
2023-06-19,"en rockabilly puer, las palmas de, . :*585729",35.45,en rockabilly puer las palmas de,gasto,2023-06,Restauración,modelo
2023-06-16,"transaccion contactless en academia univer, palmas, . :*585729",52.5,transaccion contactless en academia univer palmas,gasto,2023-06,Facturas,manual
2023-06-16,"transferencia de evelymar bastidas rosario, concepto clases particulares",190.0,transferencia de evelymar bastidas rosario concepto clases particulares,ingreso,2023-06,Ingreso,manual
2023-06-16,"compra internet en grupo rockabill, las palmas, . :*585729",5.0,compra internet en grupo rockabill las palmas,gasto,2023-06,Transporte,modelo
2023-06-14,"compra nyx*tecnotron, madrid, eta 5163830309585729 , comision 0,00",6.0,compra nyx tecnotron madrid eta comision,gasto,2023-06,Ocio / Suscripciones,modelo
2023-06-14,"en las casitas emp, las palmas de, . :*585729",2.9,en las casitas emp las palmas de,gasto,2023-06,Restauración,manual
2023-06-14,bizum de debora vega ravelo concepto .,25.0,bizum de debora vega ravelo concepto,ingreso,2023-06,Ingreso,manual
2023-06-12,"en academia univer, palmas, . :*585729",94.5,en academia univer palmas,gasto,2023-06,Facturas,manual
2023-06-12,"reintegro contra cuenta, atm suc.6140 el 12/06/2023 a las 15:08",40.0,reintegro contra cuenta atm suc el a las,gasto,2023-06,Ingreso,manual
2023-06-12,"en minimercado los, telde, . :*585729",1.6,en minimercado los telde,gasto,2023-06,Compras no esenciales,modelo
2023-06-12,"en t484 alcampo te, telde, . :*585729",3.3,en t alcampo te telde,gasto,2023-06,Supermercado,manual
2023-06-12,"en alcampo telde, telde, . :*585729",42.72,en alcampo telde telde,gasto,2023-06,Supermercado,manual
2023-06-09,"en parking cc san, s bartolome t, . :*585729",3.6,en parking cc san s bartolome t,gasto,2023-06,Restauración,manual
2023-06-09,"compra internet en repsol waylet, madrid, . :*585729",28.51,compra internet en repsol waylet madrid,gasto,2023-06,Transporte,manual
2023-06-08,bizum a favor de carlos rivero comas concepto: auditoría,31.5,bizum a favor de carlos rivero comas concepto auditoría,gasto,2023-06,Transferencia personal,manual
2023-06-08,bizum a favor de juan miguel viera rodriguez concepto: cine,5.35,bizum a favor de juan miguel viera rodriguez concepto cine,gasto,2023-06,Transferencia personal,manual
2023-06-05,"en el corral telde, telde, . :*585729",14.07,en el corral telde telde,gasto,2023-06,Facturas,manual
2023-06-05,"compra spotifyes p23756f5b3, stockholm, eta 5163830309585729 , comision 0,00",9.99,compra spotifyes pfb stockholm eta comision,gasto,2023-06,Ocio / Suscripciones,manual
2023-06-05,"compra internet en repsol waylet, madrid, . :*585729",28.51,compra internet en repsol waylet madrid,gasto,2023-06,Transporte,manual
2023-06-05,"en lidl can-gc-tel, telde, . :*585729",49.57,en lidl can gc tel telde,gasto,2023-06,Supermercado,manual
2023-06-05,bizum de debora vega ravelo concepto compra,63.0,bizum de debora vega ravelo concepto compra,ingreso,2023-06,Ingreso,manual
2023-06-02,bizum de ana maria ylla pallares concepto botitas,50.0,bizum de ana maria ylla pallares concepto botitas,ingreso,2023-06,Ingreso,manual
2023-05-31,"en el corral telde, telde, . :*585729",50.0,en el corral telde telde,gasto,2023-05,Facturas,manual
2023-05-31,bizum a favor de juan miguel viera rodriguez concepto: cine,2.5,bizum a favor de juan miguel viera rodriguez concepto cine,gasto,2023-05,Transferencia personal,manual
2023-05-30,"en lacandella, las palmas de, . :*585729",28.6,en lacandella las palmas de,gasto,2023-05,Restauración,modelo
2023-05-30,"compra internet en repsol waylet, madrid, . :*585729",28.51,compra internet en repsol waylet madrid,gasto,2023-05,Transporte,manual
2023-05-30,"en lidl can-gc-tel, llanos de la, . :*585729",34.03,en lidl can gc tel llanos de la,gasto,2023-05,Supermercado,manual
2023-05-29,"en aldi telde mele, telde, . :*585729",13.42,en aldi telde mele telde,gasto,2023-05,Supermercado,manual
2023-05-29,"en hd melenara, telde, . :*585729",78.63,en hd melenara telde,gasto,2023-05,Supermercado,modelo
2023-05-29,"en pura vida pan &, las palmas de, . :*585729",4.0,en pura vida pan & las palmas de,gasto,2023-05,Restauración,modelo
2023-05-29,bizum a favor de debora vega ravelo concepto: burguer,14.0,bizum a favor de debora vega ravelo concepto burguer,gasto,2023-05,Transferencia personal,manual
2023-05-29,bizum a favor de carlos rivero comas concepto: clases mayo,84.0,bizum a favor de carlos rivero comas concepto clases mayo,gasto,2023-05,Transferencia personal,manual
2023-05-29,bizum a favor de eduardo jesus vega cabello concepto: segundo pago móvil,50.0,bizum a favor de eduardo jesus vega cabello concepto segundo pago móvil,gasto,2023-05,Transferencia personal,manual
2023-05-29,transferencia a favor de javier concepto: último pago orla,20.0,transferencia a favor de javier concepto último pago orla,gasto,2023-05,Transferencia personal,manual
2023-05-29,"en cafeteria freyd, telde, . :*585729",12.5,en cafeteria freyd telde,gasto,2023-05,Restauración,manual
2023-05-29,"transferencia de evelymar bastidas rosario, concepto mensualidad junio",230.0,transferencia de evelymar bastidas rosario concepto mensualidad junio,ingreso,2023-05,Ingreso,manual
2023-05-29,"transferencia de evelymar bastidas rosario, concepto clases particulares mayo",162.0,transferencia de evelymar bastidas rosario concepto clases particulares mayo,ingreso,2023-05,Ingreso,manual
2023-05-29,"transferencia de evelymar bastidas rosario, concepto mobile may",35.0,transferencia de evelymar bastidas rosario concepto mobile may,ingreso,2023-05,Ingreso,manual
2023-05-26,"transferencia de fundacion canaria universidad de las palmas, concepto mayo oscar gomez bastidas osc",358.65,transferencia de fundacion canaria universidad de las palmas concepto mayo oscar gomez bastidas osc,ingreso,2023-05,Ingreso,manual
2023-05-24,"en tabaco barato, telde, . :*585729",12.5,en tabaco barato telde,gasto,2023-05,Compras no esenciales,manual
2023-05-23,"compra internet en repsol waylet, madrid, . :*585729",28.57,compra internet en repsol waylet madrid,gasto,2023-05,Transporte,manual
2023-05-23,bizum de debora vega ravelo concepto .,35.0,bizum de debora vega ravelo concepto,ingreso,2023-05,Ingreso,manual
2023-05-23,"en ruth peluqueria, las palmas, . :*585729",8.0,en ruth peluqueria las palmas,gasto,2023-05,Restauración,modelo
2023-05-22,"en minimarket la x, las palmas, . :*585729",1.3,en minimarket la x las palmas,gasto,2023-05,Restauración,modelo
2023-05-22,transferencia a favor de javier concepto: orla,20.0,transferencia a favor de javier concepto orla,gasto,2023-05,Transferencia personal,manual
2023-05-22,"en alisios tpv1, las palmas de, . :*585729",6.95,en alisios tpv las palmas de,gasto,2023-05,Restauración,modelo
2023-05-22,"transaccion contactless en mercadona las t, telde, . :*585729",9.31,transaccion contactless en mercadona las t telde,gasto,2023-05,Supermercado,manual
2023-05-22,"en alcampo telde, telde, . :*585729",16.98,en alcampo telde telde,gasto,2023-05,Supermercado,manual
2023-05-22,"en riegoplant, s.l, palmas de gra, . :*585729",62.9,en riegoplant s l palmas de gra,gasto,2023-05,Gastos extraordinarios,modelo
2023-05-22,"en lidl can-gc-tel, telde, . :*585729",26.16,en lidl can gc tel telde,gasto,2023-05,Supermercado,manual
2023-05-22,"en hd arnao, telde, . :*585729",23.12,en hd arnao telde,gasto,2023-05,Supermercado,modelo
2023-05-19,"recibo vodafone factura: yj23-000793033/ nº recibo 0049 6140 755 bbfhycf ref. mandato 0111207734, de",33.43,recibo vodafone factura yj nº recibo bbfhycf ref mandato de,gasto,2023-05,Facturas,manual
2023-05-18,"en el bosque encan, gran canaria, . :*585729",20.9,en el bosque encan gran canaria,gasto,2023-05,Restauración,modelo
2023-05-17,"en el corral telde, telde, . :*585729",145.11,en el corral telde telde,gasto,2023-05,Facturas,manual
